nom du projet,nom du site,nom de la plateforme,date de prélèvement,profondeur min (m),profondeur réelle observée (m),chl a (mg_m3),
Suivi des lacs,Léman,SHL2,22/01/2020,134.684,134.684,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,134.97,134.97,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,135.214,135.214,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,135.459,135.459,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,135.724,135.724,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,135.979,135.979,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,136.234,136.234,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,136.489,136.489,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,136.734,136.734,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,136.999,136.999,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,137.254,137.254,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,137.509,137.509,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,137.774,137.774,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,138.029,138.029,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,138.284,138.284,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,138.539,138.539,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,138.794,138.794,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,139.059,139.059,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,139.303,139.303,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,139.558,139.558,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,139.813,139.813,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,140.078,140.078,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,140.344,140.344,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,140.609,140.609,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,140.874,140.874,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,141.098,141.098,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,141.353,141.353,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,141.608,141.608,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,141.893,141.893,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,142.138,142.138,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,142.403,142.403,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,142.648,142.648,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,142.893,142.893,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,143.138,143.138,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,143.423,143.423,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,143.647,143.647,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,143.913,143.913,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,144.167,144.167,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,144.433,144.433,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,144.688,144.688,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,144.953,144.953,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,145.218,145.218,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,145.462,145.462,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,145.697,145.697,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,145.962,145.962,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,146.227,146.227,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,146.472,146.472,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,146.727,146.727,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,147.002,147.002,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,147.237,147.237,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,147.533,147.533,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,147.757,147.757,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,148.032,148.032,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,148.267,148.267,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,148.542,148.542,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,148.797,148.797,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,149.042,149.042,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,149.286,149.286,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,149.572,149.572,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,149.817,149.817,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,150.082,150.082,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,150.337,150.337,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,150.592,150.592,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,150.836,150.836,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,151.091,151.091,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,151.346,151.346,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,151.601,151.601,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,151.856,151.856,0.18,
Suivi des lacs,Léman,SHL2,22/01/2020,152.111,152.111,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,152.366,152.366,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,152.621,152.621,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,152.906,152.906,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,153.141,153.141,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,153.386,153.386,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,153.661,153.661,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,153.916,153.916,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,154.181,154.181,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,154.416,154.416,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,154.671,154.671,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,154.925,154.925,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,155.191,155.191,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,155.456,155.456,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,155.69,155.69,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,155.955,155.955,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,156.2,156.2,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,156.475,156.475,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,156.72,156.72,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,156.985,156.985,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,157.23,157.23,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,157.495,157.495,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,157.74,157.74,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,158.025,158.025,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,158.25,158.25,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,158.535,158.535,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,158.78,158.78,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,159.025,159.025,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,159.28,159.28,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,159.565,159.565,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,159.81,159.81,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,160.044,160.044,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,160.299,160.299,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,160.564,160.564,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,160.809,160.809,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,161.074,161.074,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,161.329,161.329,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,161.615,161.615,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,161.839,161.839,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,162.104,162.104,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,162.369,162.369,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,162.624,162.624,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,162.92,162.92,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,163.144,163.144,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,163.379,163.379,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,163.695,163.695,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,163.919,163.919,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,164.174,164.174,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,164.409,164.409,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,164.674,164.674,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,164.959,164.959,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,165.204,165.204,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,165.429,165.429,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,165.694,165.694,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,165.969,165.969,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,166.193,166.193,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,166.458,166.458,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,166.724,166.724,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,166.958,166.958,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,167.254,167.254,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,167.488,167.488,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,167.753,167.753,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,167.988,167.988,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,168.253,168.253,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,168.528,168.528,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,168.753,168.753,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,169.018,169.018,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,169.303,169.303,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,169.528,169.528,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,169.773,169.773,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,170.038,170.038,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,170.293,170.293,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,170.588,170.588,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,170.833,170.833,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,171.078,171.078,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,171.312,171.312,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,171.577,171.577,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,171.822,171.822,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,172.108,172.108,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,172.363,172.363,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,172.607,172.607,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,172.862,172.862,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,173.117,173.117,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,173.362,173.362,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,173.637,173.637,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,173.882,173.882,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,174.157,174.157,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,174.382,174.382,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,174.657,174.657,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,174.912,174.912,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,175.187,175.187,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,175.432,175.432,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,175.697,175.697,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,175.952,175.952,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,176.207,176.207,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,176.431,176.431,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,176.717,176.717,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,176.962,176.962,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,177.206,177.206,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,177.492,177.492,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,177.716,177.716,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,177.981,177.981,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,178.226,178.226,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,178.481,178.481,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,178.736,178.736,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,179.001,179.001,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,179.256,179.256,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,179.521,179.521,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,179.766,179.766,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,180.041,180.041,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,180.306,180.306,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,180.571,180.571,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,180.816,180.816,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,181.051,181.051,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,181.306,181.306,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,181.56,181.56,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,181.826,181.826,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,182.07,182.07,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,182.335,182.335,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,182.58,182.58,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,182.835,182.835,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,183.11,183.11,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,183.376,183.376,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,183.641,183.641,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,183.865,183.865,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,184.12,184.12,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,184.385,184.385,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,184.63,184.63,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,184.895,184.895,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,185.17,185.17,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,185.395,185.395,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,185.69,185.69,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,185.904,185.904,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,186.18,186.18,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,186.435,186.435,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,186.69,186.69,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,186.945,186.945,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,187.189,187.189,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,187.454,187.454,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,187.709,187.709,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,187.974,187.974,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,188.219,188.219,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,188.464,188.464,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,188.729,188.729,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,189.025,189.025,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,189.259,189.259,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,189.514,189.514,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,189.749,189.749,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,190.024,190.024,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,190.279,190.279,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,190.534,190.534,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,190.809,190.809,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,191.074,191.074,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,191.329,191.329,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,191.543,191.543,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,191.798,191.798,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,192.064,192.064,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,192.308,192.308,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,192.563,192.563,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,192.828,192.828,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,193.083,193.083,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,193.328,193.328,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,193.603,193.603,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,193.858,193.858,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,194.113,194.113,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,194.358,194.358,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,194.633,194.633,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,194.898,194.898,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,195.174,195.174,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,195.388,195.388,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,195.663,195.663,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,195.908,195.908,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,196.153,196.153,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,196.407,196.407,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,196.662,196.662,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,196.917,196.917,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,197.182,197.182,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,197.427,197.427,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,197.692,197.692,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,197.968,197.968,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,198.223,198.223,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,198.467,198.467,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,198.712,198.712,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,198.967,198.967,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,199.253,199.253,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,199.487,199.487,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,199.732,199.732,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,200.017,200.017,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,200.242,200.242,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,200.517,200.517,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,200.751,200.751,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,201.037,201.037,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,201.302,201.302,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,201.526,201.526,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,201.792,201.792,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,202.057,202.057,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,202.291,202.291,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,202.567,202.567,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,202.801,202.801,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,203.056,203.056,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,203.311,203.311,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,203.576,203.576,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,203.831,203.831,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,204.086,204.086,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,204.351,204.351,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,204.606,204.606,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,204.851,204.851,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,205.106,205.106,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,205.381,205.381,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,205.616,205.616,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,205.881,205.881,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,206.146,206.146,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,206.391,206.391,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,206.645,206.645,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,206.911,206.911,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,207.155,207.155,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,207.41,207.41,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,207.675,207.675,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,207.93,207.93,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,208.185,208.185,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,208.45,208.45,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,208.695,208.695,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,208.95,208.95,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,209.195,209.195,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,209.47,209.47,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,209.725,209.725,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,209.97,209.97,0.15,
Suivi des lacs,Léman,SHL2,22/01/2020,210.225,210.225,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,210.48,210.48,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,210.735,210.735,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,210.989,210.989,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,211.244,211.244,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,211.499,211.499,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,211.775,211.775,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,212.019,212.019,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,212.274,212.274,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,212.529,212.529,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,212.805,212.805,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,213.039,213.039,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,213.304,213.304,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,213.549,213.549,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,213.804,213.804,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,214.069,214.069,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,214.324,214.324,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,214.579,214.579,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,214.824,214.824,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,215.089,215.089,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,215.384,215.384,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,215.609,215.609,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,215.853,215.853,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,216.129,216.129,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,216.363,216.363,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,216.628,216.628,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,216.904,216.904,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,217.149,217.149,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,217.383,217.383,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,217.658,217.658,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,217.903,217.903,0.09,
Suivi des lacs,Léman,SHL2,22/01/2020,218.158,218.158,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,218.413,218.413,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,218.678,218.678,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,218.933,218.933,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,219.188,219.188,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,219.443,219.443,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,219.698,219.698,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,219.953,219.953,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,220.197,220.197,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,220.463,220.463,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,220.718,220.718,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,220.983,220.983,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,221.217,221.217,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,221.482,221.482,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,221.737,221.737,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,222.023,222.023,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,222.267,222.267,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,222.502,222.502,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,222.757,222.757,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,223.042,223.042,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,223.267,223.267,0.15,
Suivi des lacs,Léman,SHL2,22/01/2020,223.542,223.542,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,223.787,223.787,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,224.062,224.062,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,224.307,224.307,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,224.552,224.552,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,224.827,224.827,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,225.072,225.072,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,225.327,225.327,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,225.582,225.582,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,225.837,225.837,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,226.112,226.112,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,226.346,226.346,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,226.601,226.601,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,226.856,226.856,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,227.121,227.121,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,227.386,227.386,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,227.672,227.672,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,227.886,227.886,0.12,
Suivi des lacs,Léman,SHL2,22/01/2020,228.161,228.161,0.12,
