"";"date";"profondeur";"Chl_a";"par";"Turbidite"
"12998";2017-09-04;181.836;0.113128834355827;0;0.49
"12999";2017-09-04;182.325;0.102218181818181;0;0.25
"13000";2017-09-04;182.58;0.12;0;0.22
"13001";2017-09-04;182.866;0.12;0;0.15
"13002";2017-09-04;183.365;0.09;0;0.28
"13003";2017-09-04;183.885;0.137320754716982;0;0.15
"13004";2017-09-04;184.375;0.0993673469387754;0;0.31
"13005";2017-09-04;184.66;0.09;0;0.22
"13006";2017-09-04;185.16;0.111;0;0.37
"13007";2017-09-04;185.67;0.12;0;0.19
"13008";2017-09-04;186.159;0.100038461538462;0;0.28
"13009";2017-09-04;186.424;0.09;0;0.12
"13010";2017-09-04;186.7;0.09;0;0.25
"13011";2017-09-04;186.955;0.103479729729731;0;0.31
"13012";2017-09-04;187.444;0.12;0;0.19
"13013";2017-09-04;187.709;0.114926931106471;0;0.19
"13014";2017-09-04;188.229;0.09;0;0.34
"13015";2017-09-04;188.739;0.11142;0;0.4
"13016";2017-09-04;189.259;0.09;0;0.28
"13017";2017-09-04;189.779;0.0968571428571424;0;0.15
"13018";2017-09-04;190.289;0.12;0;0.22
"13019";2017-09-04;190.779;0.109584905660379;0;0.37
"13020";2017-09-04;191.309;0.09;0;0.22
"13021";2017-09-04;191.798;0.0948697394789573;0;0.25
"13022";2017-09-04;192.318;0.12;0;0.31
"13023";2017-09-04;192.869;0.12;0;0.22
"13024";2017-09-04;193.328;0.12;0;0.25
"13025";2017-09-04;193.583;0.109662162162162;0;0.22
"13026";2017-09-04;193.838;0.09;0;0.31
"13027";2017-09-04;194.093;0.0972047244094466;0;2.25
"13028";2017-09-04;194.378;0.12;0;0.19
"13029";2017-09-04;194.888;0.105647058823527;0;0.22
"13030";2017-09-04;195.378;0.101999999999997;0;0.19
"13031";2017-09-04;195.633;0.107952755905511;0;0.15
"13032";2017-09-04;195.898;0.09;0;0.34
"13033";2017-09-04;196.448;0.12;0;0.19
"13034";2017-09-04;196.938;0.0979358717434873;0;0.15
"13035";2017-09-04;197.193;0.104470588235297;0;0.22
"13036";2017-09-04;197.713;0.12;0;0.34
"13037";2017-09-04;198.192;0.12;0;0.31
"13038";2017-09-04;198.447;0.12;0;0.15
"13039";2017-09-04;198.722;0.114249999999999;0;0.19
"13040";2017-09-04;199.212;0.100736842105261;0;0.15
"13041";2017-09-04;199.497;0.12;0;0.22
"13042";2017-09-04;199.762;0.12;0;0.22
"13043";2017-09-04;200.252;0.106127819548871;0;0.12
"13044";2017-09-04;200.772;0.11175;0;0.15
"13045";2017-09-04;201.261;0.12;0;0.37
"13046";2017-09-04;201.537;0.12;0;0.22
"13047";2017-09-04;202.036;0.12;0;0.37
"13048";2017-09-04;202.301;0.12;0;0.25
"13049";2017-09-04;202.801;0.100400801603207;0;0.22
"13050";2017-09-04;203.056;0.0992481203007537;0;1.14
"13051";2017-09-04;203.311;0.12;0;0.15
"13052";2017-09-04;203.586;0.12;0;0.19
"13053";2017-09-04;204.096;0.101086956521739;0;0.31
"13054";2017-09-04;204.586;0.10176923076923;0;0.19
"13055";2017-09-04;204.861;0.0943558282208587;0;0.15
"13056";2017-09-04;205.361;0.12;0;0.22
"13057";2017-09-04;205.616;0.12;0;0.22
"13058";2017-09-04;205.891;0.12;0;0.22
"13059";2017-09-04;206.38;0.129529411764705;0;0.31
"13060";2017-09-04;206.656;0.138872727272727;0;0.28
"13061";2017-09-04;207.155;0.12;0;0.15
"13062";2017-09-04;207.431;0.12;0;0.37
"13063";2017-09-04;207.94;0.12;0;0.12
"13064";2017-09-04;208.44;0.12;0;0.28
"13065";2017-09-04;208.715;0.12;0;0.19
"13066";2017-09-04;209.195;0.12;0;0.19
"13067";2017-09-04;209.45;0.12;0;0.77
"13068";2017-09-04;209.725;0.12;0;0.28
"13069";2017-09-04;209.98;0.12;0;0.31
"13070";2017-09-04;210.49;0.110716981132073;0;0.25
"13071";2017-09-04;210.979;0.096000000000002;0;0.19
"13072";2017-09-04;211.265;0.12;0;0.15
"13073";2017-09-04;211.53;0.12;0;0.28
"13074";2017-09-04;212.03;0.12;0;0.19
"13075";2017-09-04;212.539;0.12;0;0.12
"13076";2017-09-04;213.049;0.12;0;0.19
"13077";2017-09-04;213.314;0.124969325153374;0;0.19
"13078";2017-09-04;213.824;0.15;0;0.22
"13079";2017-09-04;214.089;0.14388;0;0.28
"13080";2017-09-04;214.569;0.12;0;0.15
"13081";2017-09-04;214.844;0.12;0;0.19
"13082";2017-09-04;215.354;0.12;0;0.25
"13083";2017-09-04;215.629;0.12;0;0.34
"13084";2017-09-04;216.139;0.12;0;0.25
"13085";2017-09-04;216.628;0.12;0;0.19
"13086";2017-09-04;217.138;0.12;0;0.31
"13087";2017-09-04;217.679;0.12;0;0.22
"13088";2017-09-04;218.148;0.12;0;0.25
"13089";2017-09-04;218.433;0.12;0;0.22
"13090";2017-09-04;218.698;0.12;0;0.19
"13091";2017-09-04;218.964;0.12;0;0.19
"13092";2017-09-04;219.219;0.12;0;0.19
"13093";2017-09-04;219.718;0.12;0;0.28
"13094";2017-09-04;220.238;0.12;0;0.22
"13095";2017-09-04;220.809;0.12;0;0.22
"13096";2017-09-04;221.238;0.12;0;0.25
"13097";2017-09-04;221.768;0.12;0;0.25
"13098";2017-09-04;222.267;0.12;0;0.22
"13099";2017-09-04;222.533;0.12;0;0.19
"13100";2017-09-04;223.063;0.12;0;0.22
"13101";2017-09-04;223.552;0.12;0;0.25
"13102";2017-09-04;223.828;0.127096153846154;0;0.22
"13103";2017-09-04;224.348;0.135239999999998;0;0.22
"13104";2017-09-04;224.623;0.10224;0;0.31
"13105";2017-09-04;225.092;0.12;0;0.22
"13106";2017-09-04;225.378;0.12;0;0.22
"13107";2017-09-04;225.837;0.12;0;0.19
"13108";2017-09-04;226.357;0.12;0;0.22
"13109";2017-09-04;226.856;0.12;0;0.34
"13110";2017-09-04;227.376;0.12;0;0.19
"13111";2017-09-04;227.641;0.12;0;0.22
"13112";2017-09-04;227.917;0.12;0;0.25
"13113";2017-09-04;228.172;0.12;0;0.19
"13114";2017-09-04;228.437;0.12;0;0.22
"13115";2017-09-04;228.936;0.132679245283019;0;0.19
"13116";2017-09-04;229.416;0.12;0;0.12
"13117";2017-09-04;229.671;0.12;0;0.25
"13118";2017-09-04;229.946;0.12;0;0.15
"13119";2017-09-04;230.435;0.12;0;0.25
"13120";2017-09-04;230.69;0.12;0;0.25
"13121";2017-09-04;230.945;0.12;0;0.19
"13122";2017-09-04;231.261;0.12;0;0.25
"13123";2017-09-04;231.72;0.12;0;0.19
"13124";2017-09-04;232.23;0.145644171779141;0;0.28
"13125";2017-09-04;232.73;0.110352941176471;0;0.34
"13126";2017-09-04;232.995;0.100415094339624;0;0.19
"13127";2017-09-04;233.26;0.12;0;0.19
"13128";2017-09-04;233.8;0.12;0;0.34
"13129";2017-09-04;234.066;0.12;0;0.19
"13130";2017-09-04;234.535;0.12;0;0.19
"13131";2017-09-04;234.8;0.12;0;0.31
"13132";2017-09-04;235.299;0.12;0;0.15
"13133";2017-09-04;235.565;0.12;0;0.31
"13134";2017-09-04;235.83;0.12;0;0.22
"13135";2017-09-04;236.329;0.12;0;0.19
"13136";2017-09-04;236.584;0.12;0;0.15
"13137";2017-09-04;236.839;0.12;0;0.12
"13138";2017-09-04;237.339;0.12;0;0.12
"13139";2017-09-04;237.604;0.12;0;0.15
"13140";2017-09-04;238.104;0.12;0;0.12
"13141";2017-09-04;238.359;0.12;0;0.25
"13142";2017-09-04;238.644;0.12;0;0.22
"13143";2017-09-04;239.123;0.12;0;0.19
"13144";2017-09-04;239.419;0.12;0;0.15
"13145";2017-09-04;239.919;0.12;0;0.19
"13146";2017-09-04;240.429;0.12;0;0.19
"13147";2017-09-04;240.714;0.12;0;0.19
"13148";2017-09-04;241.193;0.12;0;0.19
"13149";2017-09-04;241.703;0.130748031496063;0;0.25
"13150";2017-09-04;242.223;0.12858;0;0.15
"13151";2017-09-04;242.743;0.12;0;0.31
"13152";2017-09-04;243.223;0.12;0;0.15
"13153";2017-09-04;243.478;0.12;0;0.12
"13154";2017-09-04;243.753;0.12;0;0.22
"13155";2017-09-04;244.028;0.12;0;0.25
"13156";2017-09-04;244.558;0.12;0;0.19
"13157";2017-09-04;245.017;0.12;0;0.15
"13158";2017-09-04;245.517;0.12;0;0.19
"13159";2017-09-04;245.782;0.12;0;0.15
"13160";2017-09-04;246.047;0.12;0;0.28
"13161";2017-09-04;246.537;0.12;0;0.09
"13162";2017-09-04;246.812;0.12;0;0.15
"13163";2017-09-04;247.322;0.12;0;0.28
"13164";2017-09-04;247.832;0.12;0;0.15
"13165";2017-09-04;248.087;0.12;0;0.12
"13166";2017-09-04;248.342;0.12;0;0.09
"13167";2017-09-04;248.607;0.12;0;0.22
"13168";2017-09-04;249.096;0.12;0;0.19
"13169";2017-09-04;249.361;0.12;0;0.19
"13170";2017-09-04;249.626;0.12;0;0.22
"13171";2017-09-04;250.116;0.12;0;0.12
"13172";2017-09-04;250.381;0.123742331288344;0;0.49
"13173";2017-09-04;250.636;0.139386503067485;0;0.19
"13174";2017-09-04;250.922;0.15;0;0.28
"13175";2017-09-04;251.411;0.12;0;0.15
"13176";2017-09-04;251.911;0.12;0;0.12
"13177";2017-09-04;252.196;0.12;0;0.12
"13178";2017-09-04;252.675;0.12;0;0.12
"13179";2017-09-04;252.93;0.12;0;0.65
"13180";2017-09-04;253.185;0.12;0;0.12
"13181";2017-09-04;253.44;0.12;0;0.22
"13182";2017-09-04;253.705;0.12;0;0.25
"13183";2017-09-04;253.981;0.12;0;0.15
"13184";2017-09-04;254.47;0.12;0;0.12
"13185";2017-09-04;254.735;0.12;0;0.22
"13186";2017-09-04;255.235;0.12;0;0.56
"13187";2017-09-04;255.755;0.12;0;0.19
"13188";2017-09-04;256.02;0.12;0;0.31
"13189";2017-09-04;256.54;0.12;0;0.25
"13190";2017-09-04;257.019;0.12;0;0.22
"13191";2017-09-04;257.295;0.12;0;0.25
"13192";2017-09-04;257.794;0.12;0;0.12
"13193";2017-09-04;258.06;0.12;0;0.15
"13194";2017-09-04;258.549;0.12;0;0.15
"13195";2017-09-04;258.845;0.12;0;0.22
"13196";2017-09-04;259.324;0.12;0;0.12
"13197";2017-09-04;259.589;0.12;0;0.15
"13198";2017-09-04;259.844;0.12;0;0.28
"13199";2017-09-04;260.354;0.177540983606553;0;0.22
"13200";2017-09-04;260.864;0.15;0;0.12
"13201";2017-09-04;261.129;0.218490566037737;0;0.12
"13202";2017-09-04;261.384;0.18;0;0.15
"13203";2017-09-04;261.904;0.18;0;0.12
"13204";2017-09-04;262.414;0.18;0;0.12
"13205";2017-09-04;262.924;0.18;0;0.19
"13206";2017-09-04;263.179;0.18;0;0.22
"13207";2017-09-04;263.668;0.152264150943394;0;0.15
"13208";2017-09-04;264.178;0.18;0;0.15
"13209";2017-09-04;264.443;0.15;0;0.15
"13210";2017-09-04;264.698;0.177818181818178;0;0.15
"13211";2017-09-04;264.953;0.18;0;0.15
"13212";2017-09-04;265.218;0.15;0;0.59
"13213";2017-09-04;265.473;0.18;0;0.19
"13214";2017-09-04;265.962;0.18;0;0.15
"13215";2017-09-04;266.227;0.18;0;0.15
"13216";2017-09-04;266.493;0.18;0;0.15
"13217";2017-09-04;266.982;0.151339285714284;0;0.31
"13218";2017-09-04;267.247;0.178867924528303;0;0.15
"13219";2017-09-04;267.777;0.181654135338349;0;0.12
"13220";2017-09-04;268.287;0.18;0;0.56
"13221";2017-09-04;268.542;0.218545454545456;0;0.19
"13222";2017-09-04;269.032;0.18;0;0.19
"13223";2017-09-04;269.297;0.214459459459461;0;0.12
"13224";2017-09-04;269.796;0.18;0;0.43
"13225";2017-09-04;270.051;0.18;0;0.15
"13226";2017-09-04;270.317;0.15;0;0.15
"13227";2017-09-04;270.837;0.18;0;0.15
"13228";2017-09-04;271.346;0.18;0;0.15
"13229";2017-09-04;271.601;0.152377358490568;0;0.22
"13230";2017-09-04;271.866;0.178705882352938;0;0.25
"13231";2017-09-04;272.132;0.151294117647062;0;0.15
"13232";2017-09-04;272.641;0.177647058823525;0;0.12
"13233";2017-09-04;273.121;0.15;0;0.15
"13234";2017-09-04;273.386;0.178660714285715;0;0.22
"13235";2017-09-04;273.886;0.152352941176468;0;0.49
"13236";2017-09-04;274.14;0.176490566037735;0;0.34
"13237";2017-09-04;274.395;0.15257142857143;0;0.12
"13238";2017-09-04;274.671;0.15;0;0.19
"13239";2017-09-04;275.17;0.154999999999999;0;0.22
"13240";2017-09-04;275.67;0.151224489795917;0;0.25
"13241";2017-09-04;275.925;0.15;0;0.15
"13242";2017-09-04;276.19;0.177321428571431;0;0.15
"13243";2017-09-04;276.455;0.15;0;0.15
"13244";2017-09-04;276.945;0.15;0;0.15
"13245";2017-09-04;277.21;0.176842105263155;0;0.12
"13246";2017-09-04;277.73;0.15;0;0.43
"13247";2017-09-04;278.23;0.151132075471697;0;0.12
"13248";2017-09-04;278.484;0.18;0;0.12
"13249";2017-09-04;278.76;0.152027027027025;0;0.22
"13250";2017-09-04;279.259;0.178705882352945;0;0.12
"13251";2017-09-04;279.514;0.15;0;0.15
"13252";2017-09-04;279.79;0.15;0;0.19
"13253";2017-09-04;280.3;0.15;0;0.15
"13254";2017-09-04;280.789;0.15;0;0.19
"13255";2017-09-04;281.299;0.151132075471703;0;0.22
"13256";2017-09-04;281.829;0.18;0;0.22
"13257";2017-09-04;282.319;0.153272727272725;0;0.15
"13258";2017-09-04;282.828;0.15;0;0.22
"13259";2017-09-04;283.083;0.15;0;0.15
"13260";2017-09-04;283.348;0.15;0;0.31
"13261";2017-09-04;283.848;0.209965034965036;0;0.19
"13262";2017-09-04;284.113;0.1817094017094;0;0.25
"13263";2017-09-04;284.368;0.151176470588234;0;0.25
"13264";2017-09-04;284.878;0.15;0;0.46
"13265";2017-09-04;285.378;0.15;0;0.49
"13266";2017-09-04;285.653;0.15;0;0.31
"13267";2017-09-04;286.163;0.18;0;0.4
"13268";2017-09-04;286.663;0.177818181818184;0;0.34
"13269";2017-09-04;287.162;0.18;0;0.28
"13270";2017-09-04;287.427;0.152377358490561;0;0.28
"13271";2017-09-04;287.947;0.18;0;0.28
"13272";2017-09-04;288.457;0.151090909090908;0;0.25
"13273";2017-09-04;288.957;0.18;0;0.25
"13274";2017-09-04;289.222;0.18;0;0.37
"13275";2017-09-04;289.722;0.18;0;0.31
"13276";2017-09-04;289.997;0.18;0;0.25
"13277";2017-09-04;290.486;0.18;0;0.28
"13278";2017-09-04;290.762;0.15;0;0.43
"13279";2017-09-04;291.251;0.176748251748251;0;0.43
"13280";2017-09-04;291.506;0.151282051282057;0;0.52
"13281";2017-09-04;291.771;0.177717391304352;0;0.4
"13282";2017-09-04;292.281;0.15;0;0.43
"13283";2017-09-04;292.536;0.177717391304346;0;0.49
"13284";2017-09-04;293.046;0.18;0;0.71
"13285";2017-09-04;293.556;0.18;0;0.52
"13286";2017-09-04;293.831;0.177647058823525;0;0.56
"13287";2017-09-04;294.321;0.18;0;0.52
"13288";2017-09-04;294.576;0.18;0;0.43
"13289";2017-09-04;294.83;0.18;0;0.59
"13290";2017-09-04;295.085;0.18;0;0.59
"13291";2017-09-04;295.351;0.18;0;0.65
"13292";2017-09-04;295.85;0.183157894736836;0;0.56
"13293";2017-09-04;296.105;0.18;0;0.52
"13294";2017-09-04;296.411;0.18;0;0.52
"13295";2017-09-04;296.88;0.18;0;0.52
"13296";2017-09-04;297.145;0.18;0;0.56
"13297";2017-09-04;297.635;0.18;0;0.49
"13298";2017-09-04;297.89;0.18;0;0.52
"13299";2017-09-04;298.165;0.18;0;0.59
"13300";2017-09-04;298.654;0.18;0;0.56
"13301";2017-09-04;298.92;0.18;0;0.62
"13302";2017-09-04;299.409;0.2225641025641;0;0.62
"13303";2017-09-04;299.684;0.184335664335657;0;0.71
"13304";2017-09-04;300.215;0.218648648648642;0;0.74
"13305";2017-09-04;300.714;0.18;0;0.86
"13306";2017-09-04;301.224;0.18418918918919;0;0.8
"13307";2017-09-04;301.714;0.181568627450979;0;0.8
"13308";2017-09-04;301.989;0.18;0;0.83
"13309";2017-09-04;302.244;0.22;0;0.89
"13310";2017-09-04;302.733;0.186188679245283;0;1.02
"13311";2017-09-04;302.998;0.18;0;0.99
"13312";2017-09-04;303.508;0.18;0;1.7
"13313";2017-09-04;303.784;0.218461538461543;0;0.96
"13314";2017-09-04;304.273;0.18;0;0.96
"13315";2017-09-04;304.548;0.18;0;1.02
"13316";2017-09-04;305.038;0.187636363636357;0;1.02
"13317";2017-09-04;305.313;0.22;0;1.05
"13318";2017-09-04;305.813;0.18;0;1.02
"13319";2017-09-25;0.489;3.52;1880.13;0.49
"13320";2017-09-25;0.744;3.6498;618.78;0.52
"13321";2017-09-25;0.999;3.97536;603.99;0.59
"13322";2017-09-25;1.275;3.6;558.23;0.52
"13323";2017-09-25;1.764;3.3716;482.35;0.65
"13324";2017-09-25;2.029;3.5632;449.79;0.65
"13325";2017-09-25;2.529;3.7656;394.78;0.71
"13326";2017-09-25;2.804;3.69226666666667;376.6;0.68
"13327";2017-09-25;3.069;3.59308;353.03;0.74
"13328";2017-09-25;3.569;3.15165;322.28;0.71
"13329";2017-09-25;4.079;2.76495;296.43;0.71
"13330";2017-09-25;4.579;2.82686666666667;269.27;0.83
"13331";2017-09-25;4.844;2.8959;254.75;0.86
"13332";2017-09-25;5.099;2.698275;242.52;0.77
"13333";2017-09-25;5.598;2.43336;216.12;0.8
"13334";2017-09-25;5.853;2.25996;204.37;0.74
"13335";2017-09-25;6.128;2.1472;191.65;0.8
"13336";2017-09-25;6.628;1.96733333333333;170.09;0.86
"13337";2017-09-25;7.158;1.8468;150.39;0.74
"13338";2017-09-25;7.648;1.7972;132.84;0.74
"13339";2017-09-25;7.913;1.91056;124.89;0.77
"13340";2017-09-25;8.413;1.63026666666667;110.24;0.74
"13341";2017-09-25;8.668;1.70824;103.33;0.71
"13342";2017-09-25;8.923;1.62664;98.14;0.71
"13343";2017-09-25;9.188;1.53832;92.34;0.71
"13344";2017-09-25;9.453;1.44292;87.22;0.77
"13345";2017-09-25;9.952;1.47448;78.38;0.77
"13346";2017-09-25;10.207;1.4244;74.51;0.8
"13347";2017-09-25;10.462;1.3072;70.77;0.77
"13348";2017-09-25;10.748;1.316;66.63;0.74
"13349";2017-09-25;11.237;1.14;56.13;0.83
"13350";2017-09-25;11.502;1.1502;57.16;1.57
"13351";2017-09-25;11.768;1.15776;53.23;0.8
"13352";2017-09-25;12.247;1.08;46.75;0.74
"13353";2017-09-25;12.502;1.0596;44.04;0.8
"13354";2017-09-25;12.777;1.0431;41.35;0.83
"13355";2017-09-25;13.267;1.05;37.1;0.74
"13356";2017-09-25;13.552;1.05;35.13;0.68
"13357";2017-09-25;14.041;0.99;32;0.71
"13358";2017-09-25;14.317;0.99702;30.13;0.74
"13359";2017-09-25;14.816;0.99912;27.09;0.71
"13360";2017-09-25;15.071;0.95322;25.67;0.68
"13361";2017-09-25;15.591;0.96546;23.04;0.74
"13362";2017-09-25;16.101;0.9395;20.77;0.83
"13363";2017-09-25;16.366;0.912133333333333;19.63;0.77
"13364";2017-09-25;16.856;0.93;17.64;0.74
"13365";2017-09-25;17.111;0.97995;16.7;0.74
"13366";2017-09-25;17.366;1.0947;15.92;0.83
"13367";2017-09-25;17.621;1.183725;15.14;0.83
"13368";2017-09-25;17.886;0.978350000000001;14.48;0.86
"13369";2017-09-25;18.151;0.92926;13.59;0.8
"13370";2017-09-25;18.416;0.99816;12.77;0.8
"13371";2017-09-25;18.916;0.96;11.04;0.93
"13372";2017-09-25;19.191;0.94635;10.13;0.86
"13373";2017-09-25;19.67;0.851;8.62;1.54
"13374";2017-09-25;19.925;0.906666666666667;7.94;1.3
"13375";2017-09-25;20.19;0.9066;7.37;1.33
"13376";2017-09-25;20.7;0.776000000000001;6.33;1.26
"13377";2017-09-25;20.955;0.714800000000001;5.85;1.45
"13378";2017-09-25;21.21;0.713;5.45;1.48
"13379";2017-09-25;21.475;0.736249999999999;5.03;1.23
"13380";2017-09-25;21.73;0.693;4.67;1.42
"13381";2017-09-25;22.24;0.6896;4.03;1.39
"13382";2017-09-25;22.505;0.68;3.73;1.45
"13383";2017-09-25;22.995;0.7229;3.23;1.26
"13384";2017-09-25;23.26;0.675199999999999;3.01;1.23
"13385";2017-09-25;23.525;0.6425;2.79;1.14
"13386";2017-09-25;24.025;0.605;2.42;1.2
"13387";2017-09-25;24.29;0.5732;2.25;1.02
"13388";2017-09-25;24.779;0.5758;1.98;0.96
"13389";2017-09-25;25.044;0.61736;1.85;0.93
"13390";2017-09-25;25.299;0.60206;1.74;1.11
"13391";2017-09-25;25.564;0.5676;1.64;0.93
"13392";2017-09-25;25.819;0.52;1.55;1.33
"13393";2017-09-25;26.319;0.5081;1.38;1.05
"13394";2017-09-25;26.594;0.47872;1.29;1.08
"13395";2017-09-25;27.094;0.43;1.15;0.89
"13396";2017-09-25;27.349;0.45205;1.08;0.93
"13397";2017-09-25;27.604;0.4784;1.02;0.96
"13398";2017-09-25;28.114;0.43768;0.93;0.68
"13399";2017-09-25;28.368;0.439600000000001;0.89;0.68
"13400";2017-09-25;28.623;0.4369;0.85;0.77
"13401";2017-09-25;28.899;0.47812;0.82;0.83
"13402";2017-09-25;29.388;0.43;0.77;0.65
"13403";2017-09-25;29.653;0.42682;0.75;0.65
"13404";2017-09-25;29.908;0.41152;0.73;0.65
"13405";2017-09-25;30.163;0.40945;0.7;0.56
"13406";2017-09-25;30.418;0.4536;0.68;0.65
"13407";2017-09-25;30.673;0.457150000000001;0.65;0.59
"13408";2017-09-25;30.928;0.4;0.63;0.65
"13409";2017-09-25;31.193;0.4;0.6;0.68
"13410";2017-09-25;31.693;0.41116;0.56;0.68
"13411";2017-09-25;31.948;0.44176;0.54;0.77
"13412";2017-09-25;32.213;0.4487;0.51;0.74
"13413";2017-09-25;32.723;0.460480000000001;0.46;0.89
"13414";2017-09-25;32.978;0.39928;0.44;0.89
"13415";2017-09-25;33.233;0.37;0.42;0.77
"13416";2017-09-25;33.487;0.3874;0.4;0.71
"13417";2017-09-25;33.753;0.43;0.38;0.74
"13418";2017-09-25;34.018;0.43;0.37;0.83
"13419";2017-09-25;34.507;0.56;0.34;0.8
"13420";2017-09-25;34.772;0.513200000000002;0.33;0.86
"13421";2017-09-25;35.027;0.40714;0.32;0.86
"13422";2017-09-25;35.547;0.36205;0.3;1.11
"13423";2017-09-25;36.047;0.43;0.28;0.74
"13424";2017-09-25;36.302;0.43;0.27;0.62
"13425";2017-09-25;36.557;0.41974;0.26;0.59
"13426";2017-09-25;36.822;0.37204;0.25;0.56
"13427";2017-09-25;37.077;0.35155;0.24;0.65
"13428";2017-09-25;37.607;0.43105;0.22;0.62
"13429";2017-09-25;38.097;0.36418;0.2;0.59
"13430";2017-09-25;38.617;0.3283;0.19;0.62
"13431";2017-09-25;39.116;0.3216;0.17;0.59
"13432";2017-09-25;39.392;0.3308;0.16;0.65
"13433";2017-09-25;39.647;0.31564;0.16;0.56
"13434";2017-09-25;40.146;0.36448;0.15;0.56
"13435";2017-09-25;40.666;0.3001;0.13;0.56
"13436";2017-09-25;41.176;0.28;0.12;0.56
"13437";2017-09-25;41.676;0.2686;0.12;0.52
"13438";2017-09-25;41.931;0.25;0.11;0.52
"13439";2017-09-25;42.186;0.27064;0.11;0.52
"13440";2017-09-25;42.441;0.33184;0.11;0.59
"13441";2017-09-25;42.716;0.3236;0.1;0.52
"13442";2017-09-25;43.236;0.22984;0.1;0.59
"13443";2017-09-25;43.491;0.22;0.1;0.52
"13444";2017-09-25;43.98;0.2248;0.09;0.62
"13445";2017-09-25;44.235;0.2401;0.09;0.62
"13446";2017-09-25;44.49;0.241;0.09;0.59
"13447";2017-09-25;44.755;0.22825;0.08;0.59
"13448";2017-09-25;45.255;0.22;0.08;0.49
"13449";2017-09-25;45.53;0.22;0.07;0.46
"13450";2017-09-25;46.04;0.22;0.07;0.49
"13451";2017-09-25;46.55;0.250000000000001;0.07;0.49
"13452";2017-09-25;46.805;0.2116;0.06;0.56
"13453";2017-09-25;47.07;0.1904;0.06;0.62
"13454";2017-09-25;47.335;0.198;0.06;0.62
"13455";2017-09-25;47.814;0.22;0.06;0.59
"13456";2017-09-25;48.09;0.22;0.05;0.56
"13457";2017-09-25;48.589;0.22;0.05;0.56
"13458";2017-09-25;48.855;0.22;0.05;0.59
"13459";2017-09-25;49.354;0.1908;0.05;0.52
"13460";2017-09-25;49.609;0.21128;0.05;0.52
"13461";2017-09-25;49.874;0.19008;0.05;0.56
"13462";2017-09-25;50.129;0.18;0.04;0.62
"13463";2017-09-25;50.639;0.18;0.04;0.56
"13464";2017-09-25;51.159;0.23026;0.04;0.52
"13465";2017-09-25;51.659;0.18472;0.04;0.56
"13466";2017-09-25;51.924;0.20592;0.03;0.49
"13467";2017-09-25;52.189;0.21288;0.03;0.52
"13468";2017-09-25;52.699;0.16515;0.03;0.59
"13469";2017-09-25;53.229;0.18;0.03;0.49
"13470";2017-09-25;53.719;0.1681;0.03;0.46
"13471";2017-09-25;53.984;0.15;0.03;0.43
"13472";2017-09-25;54.473;0.15;0.03;0.49
"13473";2017-09-25;54.749;0.15894;0.02;0.56
"13474";2017-09-25;55.003;0.17418;0.02;0.49
"13475";2017-09-25;55.503;0.195966666666667;0.02;0.43
"13476";2017-09-25;55.758;0.15812;0.02;0.56
"13477";2017-09-25;56.013;0.193819999999999;0.02;0.43
"13478";2017-09-25;56.268;0.21456;0.02;0.46
"13479";2017-09-25;56.523;0.19416;0.02;0.52
"13480";2017-09-25;56.788;0.166800000000001;0.02;0.46
"13481";2017-09-25;57.043;0.1357;0.02;0.49
"13482";2017-09-25;57.563;0.15378;0.02;0.43
"13483";2017-09-25;58.073;0.16905;0.02;0.46
"13484";2017-09-25;58.583;0.13755;0.02;0.46
"13485";2017-09-25;59.082;0.12;0.01;0.52
"13486";2017-09-25;59.358;0.12;0.01;0.56
"13487";2017-09-25;59.857;0.12855;0.01;0.43
"13488";2017-09-25;60.122;0.16708;0.01;0.4
"13489";2017-09-25;60.622;0.199666666666667;0.01;0.4
"13490";2017-09-25;60.897;0.153833333333334;0.01;0.4
"13491";2017-09-25;61.152;0.12;0.01;0.49
"13492";2017-09-25;61.652;0.11688;0.01;0.46
"13493";2017-09-25;62.162;0.0937199999999999;0.01;0.4
"13494";2017-09-25;62.672;0.12;0.01;0.4
"13495";2017-09-25;62.927;0.12;0.01;0.4
"13496";2017-09-25;63.202;0.12;0.01;0.43
"13497";2017-09-25;63.712;0.197599999999999;0.01;0.62
"13498";2017-09-25;64.212;0.1088;0.01;0.43
"13499";2017-09-25;64.487;0.09;0.01;0.59
"13500";2017-09-25;64.976;0.0854400000000004;0.01;0.43
"13501";2017-09-25;65.241;0.0695400000000004;0.01;0.59
"13502";2017-09-25;65.751;0.09;0.01;0.59
"13503";2017-09-25;66.261;0.09;0.01;0.46
"13504";2017-09-25;66.516;0.0425999999999991;0.01;0.43
"13505";2017-09-25;67.026;0.0555600000000001;0.01;0.46
"13506";2017-09-25;67.546;0.03;0.01;0.49
"13507";2017-09-25;67.801;0.03;0.01;0.56
"13508";2017-09-25;68.056;0.03;0.01;0.43
"13509";2017-09-25;68.556;0.0393599999999995;0.01;0.49
"13510";2017-09-25;68.821;0.0552599999999995;0;0.43
"13511";2017-09-25;69.086;0.06;0;0.49
"13512";2017-09-25;69.596;0.0404;0;0.4
"13513";2017-09-25;69.861;0.0396600000000001;0;0.43
"13514";2017-09-25;70.116;0.0549599999999998;0;0.43
"13515";2017-09-25;70.605;0.03;0;0.46
"13516";2017-09-25;70.87;0.03;0;0.49
